metric_label,metric_axis,metric_stat,outcome_label,section_label,part,subtype,group,title,comparison,n,pearson_r,slope,metric_mean,outcome_mean,long_mean,short_mean,p_value,significance
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 2,interaction,Long vs Short,,,,,,,,,,0.12313800910365479,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 2,slope,Long,,vs Short,,,-0.23010535191188675,,,,,0.12313800910365479,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 2,slope,Short,,Reference,,,0.30579428536410835,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-form,Long,Abbott Elementary,,28.0,-0.05427723236350906,,,,,,0.78384196082104,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-form,Long,Mad Max,,24.0,-0.1883067829858486,,,,,,0.37821770154293666,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-form,Long,The Town,,29.0,0.18103072978682974,,,,,,0.3473228944614716,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-form,Short,Abbott Elementary,,29.0,0.07901505569871602,,,,,,0.6836920767584979,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-form,Short,Mad Max,,26.0,0.1180246672876333,,,,,,0.5658152199777043,
FAC Surprise AUC,FAC Surprise AUC,AUC,Open-Ended Recall (Key-Moment),FAC Surprise Ã— Recall,Part 3,title-form,Short,The Town,,25.0,0.22446918905895005,,,,,,0.2807096139902903,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 1,overall,All,,,164.0,0.010204107331368948,,2.8495945121951216,3.176829268292683,3.268292682926829,3.0853658536585367,0.8968194573948325,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 2,format-correlation,Long,,,82.0,0.01154019370739852,,3.8617439024390245,3.268292682926829,,,0.9180423268152242,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 2,format-correlation,Short,,,82.0,-0.000664214288501047,,1.8374451219512196,3.0853658536585367,,,0.9952746536833093,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 2,interaction,Long vs Short,,,,,,,,,,0.9588431857866085,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 2,slope,Long,,vs Short,,,0.001650813591251896,,,,,0.9588431857866085,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 2,slope,Short,,Reference,,,-0.00018193187473097703,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-form,Long,Abbott Elementary,,30.0,-0.30413545353334737,,,,,,0.10225725226969795,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-form,Long,Mad Max,,24.0,0.09067507429187407,,,,,,0.6734839224230305,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-form,Long,The Town,,28.0,0.06901545639036509,,,,,,0.727117902711945,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-form,Short,Abbott Elementary,,30.0,-0.07937966142348352,,,,,,0.6767041014992652,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-form,Short,Mad Max,,26.0,-0.12667538553006585,,,,,,0.5374686496763688,
FAC Surprise AUC,FAC Surprise AUC,AUC,Screening Familiarity (C1),FAC Surprise Ã— Familiarity,Part 3,title-form,Short,The Town,,26.0,0.263176522730144,,,,,,0.19394892642612438,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 1,overall,All,,,117.0,-0.04288543586438111,,598.7741970420514,0.5852297008547008,0.681497175141243,0.4873024425287356,0.6461567908176546,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 2,format-correlation,Long,,,59.0,-0.18890821997810242,,659.5990996616948,0.681497175141243,,,0.15187982916431608,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 2,format-correlation,Short,,,58.0,-0.060347324444132336,,536.9005892048276,0.4873024425287356,,,0.6527123775637864,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 2,interaction,Long vs Short,,,,,,,,,,0.39773079236546116,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 2,slope,Long,,vs Short,,,-9.893089765026876e-05,,,,,0.39773079236546116,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 2,slope,Short,,Reference,,,-2.429986647101145e-05,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-form,Long,Abbott Elementary,,18.0,0.22618761970584111,,,,,,0.3667829029771966,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-form,Long,Mad Max,,17.0,0.03626392512034806,,,,,,0.8901016758953362,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-form,Long,The Town,,24.0,-0.2580338745035977,,,,,,0.22346464856079218,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-form,Short,Abbott Elementary,,20.0,0.002443715135758029,,,,,,0.9918418591250737,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-form,Short,Mad Max,,19.0,-0.4229276702391029,,,,,,0.07121556627348498,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Enjoyment (NormalizedCorrected),GSR Peaks Ã— Enjoyment,Part 3,title-form,Short,The Town,,19.0,0.09549848242469938,,,,,,0.6973508136607096,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 1,overall,All,,,117.0,-0.1018146056432702,,608.4177640471795,56.38461538461539,51.15,61.89473684210526,0.27469664537116134,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 2,format-correlation,Long,,,60.0,-0.1998641235690562,,677.5420605239999,51.15,,,0.12575265820836715,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 2,format-correlation,Short,,,57.0,0.09455006765273789,,535.6553467031579,61.89473684210526,,,0.4841819994648695,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 2,interaction,Long vs Short,,,,,,,,,,0.12108659446443297,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 2,slope,Long,,vs Short,,,-0.011928589741070856,,,,,0.12108659446443297,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 2,slope,Short,,Reference,,,0.0060045968215764346,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-form,Long,Abbott Elementary,,17.0,-0.2761969534125136,,,,,,0.28322705536142406,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-form,Long,Mad Max,,18.0,0.018487695882351773,,,,,,0.9419562980639934,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-form,Long,The Town,,25.0,0.24857551114780294,,,,,,0.2308524768593192,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-form,Short,Abbott Elementary,,20.0,0.03710450715071811,,,,,,0.8765811614115882,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-form,Short,Mad Max,,19.0,0.0368220966974603,,,,,,0.8810349736840526,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Open-Ended Recall (Key-Moment),GSR Peaks Ã— Recall,Part 3,title-form,Short,The Town,,18.0,0.174314178064807,,,,,,0.48907267952135725,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 1,overall,All,,,118.0,-0.0331200717867441,,605.0538649908475,2.9745762711864407,3.05,2.896551724137931,0.7218076978037448,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 2,format-correlation,Long,,,60.0,-0.0034922702583356988,,670.9353649173333,3.05,,,0.9788728651587322,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 2,format-correlation,Short,,,58.0,-0.08272617120549836,,536.9005892048276,2.896551724137931,,,0.5369916539401601,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 2,interaction,Long vs Short,,,,,,,,,,0.6705791889445454,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 2,slope,Long,,vs Short,,,-2.0783340034062018e-05,,,,,0.6705791889445454,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 2,slope,Short,,Reference,,,-0.0005022860423608612,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-delta,Long vs Short,Abbott Elementary,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-delta,Long vs Short,Mad Max,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-delta,Long vs Short,The Town,,,,,,,,,,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-form,Long,Abbott Elementary,,18.0,0.24979148083270442,,,,,,0.31747629092908236,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-form,Long,Mad Max,,18.0,-0.2011205850745965,,,,,,0.4235648622485444,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-form,Long,The Town,,24.0,-0.2042034676096781,,,,,,0.3385060238462442,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-form,Short,Abbott Elementary,,20.0,0.21041336061361482,,,,,,0.3732323526640011,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-form,Short,Mad Max,,19.0,-0.3167026442221482,,,,,,0.18647834928789866,
GSR Peaks Per Minute,GSR Peaks Per Minute,PERMINUTE,Screening Familiarity (C1),GSR Peaks Ã— Familiarity,Part 3,title-form,Short,The Town,,19.0,-0.19903543530921874,,,,,,0.41398670211611016,
