respondent_id,form,title,sensor,metric,stat,value
005_90.csv,Short,The Town,FAC,Sadness,AUC,0.0
008_1.csv,Short,The Town,FAC,Sadness,AUC,7.4815
003_101.csv,Short,The Town,FAC,Sadness,AUC,52.3665
003_103.csv,Short,The Town,FAC,Sadness,AUC,45.0115
002_105.csv,Short,The Town,FAC,Sadness,AUC,105.1845
001_114.csv,Short,The Town,FAC,Sadness,AUC,0.0
007_13.csv,Short,The Town,FAC,Sadness,AUC,0.0
006_16.csv,Short,The Town,FAC,Sadness,AUC,0.0
006_43.csv,Short,The Town,FAC,Sadness,AUC,0.0
005_59.csv,Short,The Town,FAC,Sadness,AUC,0.0
008_6.csv,Short,The Town,FAC,Sadness,AUC,0.0
004_62.csv,Short,The Town,FAC,Sadness,AUC,4.639
004_63.csv,Short,The Town,FAC,Sadness,AUC,0.0
002_82.csv,Short,The Town,FAC,Sadness,AUC,0.0
001_88.csv,Short,The Town,FAC,Sadness,AUC,0.0
007_89.csv,Short,The Town,FAC,Sadness,AUC,1.397
005_93.csv,Short,The Town,FAC,Sadness,AUC,80.1305
005_10.csv,Short,The Town,FAC,Sadness,Binary,0.0
004_15.csv,Short,The Town,FAC,Sadness,Binary,0.0
003_37.csv,Short,The Town,FAC,Sadness,Binary,0.0
002_39.csv,Short,The Town,FAC,Sadness,Binary,0.0
004_56.csv,Short,The Town,FAC,Sadness,Binary,0.0
001_58.csv,Short,The Town,FAC,Sadness,Binary,0.0
003_64.csv,Short,The Town,FAC,Sadness,Binary,0.0
002_73.csv,Short,The Town,FAC,Sadness,Binary,0.0
